Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Lisandro López,Atacante,1,0,1,0,2.3,1.5,0.5,1.9,4,14,19,0.29,0.00,0.29,0.00,0.00,0.65,0.13,0.78,0.55,6,2,33.3,1.71,0.57,0.00,0.00,16.3,0,1,0.24,-1.3,-1.5,53,78,67.9,851,286,32,44,72.7,15,21,71.4,5,9,55.6,0.4,-0.5,3,4,2,0,74,3,1,0,2,0,53,8,2.29,6,0,0,2,0,0,2,0.57,0,0,0,2,0,0,1,1,1,0,0,0,4,0.0,4,6,3,3,2,3,1,0,120,6,22,57,41,9,119,8,1,12.5,7,87.5,60,226,89,3,1,80,5,18,7,12,36.8
Santiago López,Atacante,1,0,1,1,1.1,1.1,0.7,1.9,23,27,76,0.11,0.00,0.11,0.11,0.11,0.12,0.08,0.20,0.20,10,5,50.0,1.09,0.54,0.10,0.20,16.3,0,0,0.11,-0.1,-0.1,134,205,65.4,1666,465,91,114,79.8,34,52,65.4,2,6,33.3,0.5,-0.7,14,4,8,2,199,5,1,0,0,11,134,31,3.38,22,0,5,1,2,1,3,0.33,1,0,2,0,0,0,23,17,3,9,11,6,15,40.0,9,9,0,9,4,27,4,0,347,1,36,129,190,38,347,55,25,45.5,30,54.5,217,1459,667,13,10,225,10,35,0,11,0.0
Augusto Lotti,Atacante,0,0,0,0,0.2,0.2,0.2,0.4,2,1,6,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.17,2,0,0.0,0.94,0.00,0.00,0,14.0,0,0,0.09,-0.2,-0.2,26,47,55.3,332,100,17,29,58.6,6,8,75.0,1,3,33.3,0.2,-0.2,4,2,0,0,46,1,0,0,0,5,26,4,1.87,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,1,1,1,0,1,0.0,1,3,0,3,1,4,3,0,71,3,8,31,33,12,71,1,1,100.0,0,0.0,44,139,60,1,1,50,3,8,5,6,45.5
Augusto Lotti,Atacante,0,1,1,0,0.4,0.4,0.3,0.8,4,6,15,0.00,0.33,0.33,0.00,0.33,0.14,0.11,0.26,0.26,5,3,60.0,1.66,1.00,0.00,0.00,15.1,0,0,0.09,-0.4,-0.4,48,70,68.6,702,205,31,46,67.4,12,17,70.6,3,3,100.0,0.2,+0.7,2,4,2,0,66,4,0,1,1,3,48,3,1.00,2,0,0,1,0,0,1,0.33,1,0,0,0,0,0,1,0,0,0,1,1,4,25.0,3,9,0,9,0,1,2,0,105,2,12,48,48,7,105,7,5,71.4,2,28.6,43,255,108,5,0,60,2,10,9,12,42.9
Maximiliano Lovera,Atacante,0,2,2,0,0.9,0.1,0.8,1.0,14,19,28,0.00,0.42,0.42,0.00,0.42,0.19,0.18,0.37,0.20,4,0,0.0,0.84,0.00,0.00,0,31.1,2,1,0.03,-0.9,-0.1,133,185,71.9,2366,659,61,71,85.9,57,72,79.2,14,34,41.2,0.8,+1.2,9,16,5,3,164,19,9,2,2,26,133,17,3.58,11,3,1,1,1,0,3,0.63,1,1,0,0,1,0,4,3,2,1,1,1,5,20.0,4,1,0,1,6,10,1,0,246,1,19,137,91,6,245,13,4,30.8,9,69.2,155,935,338,7,2,166,3,19,0,5,0.0
Felipe Loyola,Meio-campista,0,1,1,0,0.1,0.1,0.4,0.6,11,21,24,0.00,0.17,0.17,0.00,0.17,0.02,0.07,0.09,0.09,5,1,20.0,0.83,0.17,0.00,0.00,25.7,1,0,0.03,-0.1,-0.1,151,216,69.9,2354,856,80,95,84.2,59,81,72.8,8,17,47.1,0.3,+0.6,7,11,8,2,194,21,2,0,3,8,151,12,2.00,12,0,0,0,0,0,1,0.17,1,0,0,0,0,0,10,7,3,4,3,6,15,40.0,9,11,0,11,3,13,10,0,271,10,69,130,79,9,271,12,3,25.0,7,58.3,139,740,398,4,2,138,7,40,9,12,42.9
Jeremías Lucco,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,3,5,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,32,43,74.4,418,124,21,21,100.0,9,11,81.8,0,1,0.0,0.0,0.0,0,3,1,0,43,0,0,0,0,2,32,1,1.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,1,1,2,4,50.0,2,3,0,3,0,2,0,0,56,0,10,26,22,2,56,3,1,33.3,2,66.7,31,147,92,3,1,39,1,6,0,1,0.0
Esteban Lucero,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,55,71,77.5,1165,382,16,16,100.0,30,33,90.9,9,18,50.0,0.0,0.0,0,5,0,0,67,4,1,0,1,0,55,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,3,1,0,2,2,100.0,0,2,0,2,2,6,9,1,93,17,55,39,0,0,93,0,0,0,0,0,45,183,131,1,1,48,0,7,8,3,72.7
Martín Luciano,Defensor,0,0,0,0,0.1,0.1,0.2,0.3,6,16,6,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.05,3,0,0.0,0.51,0.00,0.00,0,23.3,0,0,0.04,-0.1,-0.1,156,227,68.7,2638,1307,75,89,84.3,61,89,68.5,15,36,41.7,0.3,-0.2,4,8,3,2,172,55,2,0,0,15,156,8,1.36,4,2,1,0,1,0,0,0.00,0,0,0,0,0,0,17,17,11,3,3,12,13,92.3,1,7,1,6,11,28,25,0,302,14,121,124,60,4,302,8,4,50.0,3,37.5,107,503,246,4,0,116,8,22,4,4,50.0
Brian Luciatti,Defensor,0,0,0,0,0.3,0.3,0.0,0.3,8,25,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,4,1,25.0,0.41,0.10,0.00,0.00,9.9,0,0,0.08,-0.3,-0.3,276,343,80.5,5163,2078,110,125,88.0,136,159,85.5,28,52,53.8,0.0,0.0,0,15,1,0,329,13,9,0,1,1,276,4,0.41,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,5,9,1,0,7,10,70.0,3,6,5,1,15,25,53,1,444,57,250,185,12,6,444,2,2,100.0,0,0.0,226,1346,702,3,1,243,2,31,23,12,65.7
Juan Ludueña,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,76,98,77.6,1643,543,17,20,85.0,46,53,86.8,13,24,54.2,0.0,0.0,0,5,0,0,92,6,3,0,2,0,76,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,2,0,0,0,1,0.0,1,2,0,2,5,7,6,0,116,9,62,51,3,0,116,1,1,100.0,0,0.0,70,343,189,0,0,74,0,9,4,3,57.1
Gonzalo Luján,Defensor,0,0,0,0,0.1,0.1,0.0,0.2,4,40,16,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,3,0,0.0,0.46,0.00,0.00,0,23.8,0,0,0.05,-0.1,-0.1,274,383,71.5,5131,2234,105,123,85.4,133,167,79.6,31,73,42.5,0.1,0.0,1,33,3,2,299,80,11,0,4,14,274,5,0.77,5,0,0,0,0,0,1,0.15,1,0,0,0,0,0,18,9,12,5,1,8,18,44.4,10,8,0,8,5,23,15,0,441,19,125,237,82,4,441,4,2,50.0,2,50.0,196,818,478,9,0,258,4,16,6,4,60.0
Alex Luna,Atacante,1,0,1,1,1.4,1.4,0.4,1.9,13,21,39,0.16,0.00,0.16,0.16,0.16,0.23,0.07,0.30,0.30,16,6,37.5,2.60,0.97,0.06,0.17,22.5,4,0,0.09,-0.4,-0.4,114,170,67.1,1894,510,59,78,75.6,40,55,72.7,12,22,54.5,0.4,-0.4,5,8,9,3,149,21,5,0,1,25,114,15,2.43,6,3,1,1,4,0,1,0.16,0,0,0,0,1,0,12,4,3,7,2,6,11,54.5,5,8,0,8,5,17,5,0,289,2,28,129,136,12,289,37,12,32.4,24,64.9,168,883,323,11,4,182,18,26,7,3,70.0
Mauro Luna Diale,Meio-campista,0,1,1,0,0.2,0.2,0.9,1.2,12,19,30,0.00,0.25,0.25,0.00,0.25,0.06,0.23,0.30,0.30,7,3,42.9,1.75,0.75,0.00,0.00,27.7,0,0,0.04,-0.2,-0.2,141,192,73.4,2351,624,73,84,86.9,48,64,75.0,14,33,42.4,1.1,+0.1,14,15,8,4,169,23,9,1,0,25,141,27,6.75,21,6,0,0,0,0,1,0.25,1,0,0,0,0,0,4,3,1,3,0,3,5,60.0,2,5,0,5,5,9,4,0,247,4,33,114,108,6,247,20,10,50.0,9,45.0,136,875,432,9,2,144,7,41,6,3,66.7
Francis Mac Allister,Meio-campista,0,0,0,0,0.1,0.1,0.1,0.2,2,17,2,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.06,6,0,0.0,1.49,0.00,0.00,0,28.2,0,0,0.02,-0.1,-0.1,174,210,82.9,3177,1121,76,84,90.5,74,86,86.0,20,30,66.7,0.2,-0.1,7,20,0,0,196,13,6,0,2,7,174,8,1.98,3,5,0,0,0,0,0,0.00,0,0,0,0,0,0,12,8,8,4,0,6,12,50.0,6,10,1,9,2,14,7,0,255,11,87,139,30,1,255,0,0,0,0,0,115,407,199,0,0,132,1,25,9,2,81.8
Alejandro Maciel,Defensor,1,0,1,1,0.2,0.2,0.1,0.3,1,16,2,0.08,0.00,0.08,0.08,0.08,0.02,0.01,0.03,0.03,8,1,12.5,0.67,0.08,0.13,1.00,15.5,0,0,0.03,+0.8,+0.8,349,500,69.8,9070,4408,54,74,73.0,192,230,83.5,102,188,54.3,0.1,-0.1,3,28,2,0,475,23,15,0,14,2,349,8,0.67,4,1,0,1,0,2,0,0.00,0,0,0,0,0,0,21,15,15,6,0,13,26,50.0,13,18,7,11,15,36,54,0,633,89,393,220,22,12,633,8,7,87.5,1,12.5,284,1333,806,1,0,346,5,27,31,17,64.6
Ignacio Maestro Puch,Atacante,0,0,0,0,0.2,0.2,0.0,0.3,2,1,5,0.00,0.00,0.00,0.00,0.00,0.15,0.02,0.17,0.17,2,2,100.0,1.25,1.25,0.00,0.00,15.5,0,0,0.12,-0.2,-0.2,23,36,63.9,228,52,20,25,80.0,3,7,42.9,0,0,0,0.1,0.0,2,0,1,0,34,2,0,0,0,0,23,4,2.50,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,5,4,2,3,0,3,4,75.0,1,0,0,0,0,5,1,0,63,2,10,25,29,5,63,12,7,58.3,4,33.3,40,192,76,0,1,42,3,3,3,11,21.4
Mauro Maidana,Defensor,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,36,53,67.9,913,476,10,12,83.3,17,18,94.4,9,22,40.9,0.1,-0.1,1,3,0,0,48,5,4,0,0,0,36,1,0.56,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,3,0,58,9,47,11,1,1,58,0,0,0,0,0,18,84,26,0,0,30,3,2,5,4,55.6
Guido Mainero,Meio-campista,2,1,3,2,1.9,1.9,1.1,3.0,26,18,64,0.22,0.11,0.33,0.22,0.33,0.21,0.12,0.34,0.34,11,6,54.5,1.23,0.67,0.18,0.33,18.4,1,0,0.17,+0.1,+0.1,132,252,52.4,2809,1112,53,73,72.6,40,63,63.5,34,80,42.5,1.3,-0.1,18,12,14,11,214,37,10,0,3,79,132,33,3.69,18,10,2,1,2,0,1,0.11,1,0,0,0,0,0,18,11,2,14,2,6,17,35.3,11,12,0,12,9,27,4,0,376,5,38,143,203,16,376,34,10,29.4,23,67.6,184,1388,483,16,2,212,12,46,5,12,29.4
Víctor Malcorra,Meio-campista,2,1,3,0,2.3,0.7,1.0,1.7,24,43,69,0.24,0.12,0.36,0.00,0.12,0.27,0.12,0.39,0.20,16,3,18.8,1.91,0.36,0.00,0.00,26.9,7,2,0.04,-0.3,-0.7,266,394,67.5,4524,1465,151,180,83.9,70,102,68.6,35,74,47.3,1.4,0.0,12,22,9,2,319,73,25,0,2,74,266,35,4.18,14,12,3,4,2,0,2,0.24,0,1,0,1,0,0,2,1,0,0,2,1,7,14.3,6,7,0,7,0,2,1,0,461,0,24,222,221,18,459,17,8,47.1,7,41.2,263,1552,625,19,1,322,10,31,1,11,8.3
Alexis Maldonado,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,1,0,0.0,0.36,0.00,0.00,0,9.4,0,0,0.02,0.0,0.0,63,85,74.1,1291,589,16,22,72.7,39,46,84.8,8,13,61.5,0.0,0.0,0,5,0,0,84,1,1,0,0,0,63,1,0.36,0,0,0,1,0,0,1,0.36,0,0,0,1,0,0,5,4,4,0,1,5,5,100.0,0,3,2,1,1,6,17,0,113,19,66,44,4,1,113,0,0,0,0,0,38,296,246,0,0,52,1,9,10,3,76.9
Facundo Mallo,Defensor,2,0,2,2,0.8,0.8,0.1,0.8,4,20,3,0.24,0.00,0.24,0.24,0.24,0.09,0.01,0.10,0.10,6,4,66.7,0.71,0.47,0.33,0.50,13.1,0,0,0.13,+1.2,+1.2,260,352,73.9,6295,2657,61,67,91.0,143,171,83.6,53,103,51.5,0.2,-0.1,2,24,2,0,332,18,18,1,7,3,260,6,0.71,5,1,0,0,0,0,1,0.12,1,0,0,0,0,0,7,5,4,1,2,5,8,62.5,3,7,5,2,22,29,35,0,443,51,226,192,28,12,443,2,0,0.0,2,100.0,231,1218,806,4,0,262,2,27,22,15,59.5
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Emanuel Mammana,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,4,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1,50.0,0.19,0.10,0.00,0.00,10.8,0,0,0.02,0.0,0.0,324,423,76.6,7021,2000,76,90,84.4,193,227,85.0,53,93,57.0,0.0,0.0,0,6,0,0,396,25,24,0,5,0,324,3,0.29,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,18,12,12,6,0,6,10,60.0,4,18,12,6,13,31,68,2,550,89,348,197,5,3,550,1,1,100.0,0,0.0,230,1257,788,1,0,276,4,29,25,27,48.1
Federico Mancuello,Meio-campista,0,0,0,0,0.7,0.7,0.4,1.2,5,19,16,0.00,0.00,0.00,0.00,0.00,0.14,0.08,0.22,0.22,10,2,20.0,1.94,0.39,0.00,0.00,21.9,3,0,0.07,-0.7,-0.7,132,202,65.3,2451,1005,53,69,76.8,53,67,79.1,19,47,40.4,0.9,-0.4,11,19,1,0,159,41,14,2,1,34,132,14,2.72,3,9,0,1,0,1,0,0.00,0,0,0,0,0,0,11,7,1,6,4,7,10,70.0,3,7,1,6,4,15,4,0,249,5,32,122,101,13,249,6,5,83.3,1,16.7,115,497,209,3,1,125,4,20,1,8,11.1
Eros Mancuso,Defensor,1,1,2,1,0.8,0.8,1.0,1.8,16,32,50,0.15,0.15,0.31,0.15,0.31,0.12,0.16,0.28,0.28,11,5,45.5,1.69,0.77,0.09,0.20,24.0,0,0,0.07,+0.2,+0.2,291,376,77.4,5070,1795,146,167,87.4,106,128,82.8,32,61,52.5,1.0,0.0,10,25,12,7,312,63,5,1,4,25,291,18,2.77,13,0,2,2,0,1,1,0.15,1,0,0,0,0,0,17,13,11,4,2,11,15,73.3,4,8,0,8,10,27,12,0,474,16,109,223,147,14,474,13,7,53.8,6,46.2,260,1203,643,13,3,278,5,38,3,5,37.5
Kevin Mantilla,Defensor,0,0,0,0,0.0,0.0,0.2,0.2,2,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,215,251,85.7,4001,1534,73,80,91.3,120,129,93.0,17,31,54.8,0.1,-0.2,1,13,1,0,240,9,8,0,0,0,215,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,8,6,5,0,6,6,100.0,0,5,3,2,8,19,27,0,302,29,150,148,5,2,302,1,0,0.0,1,100.0,180,770,431,1,0,187,3,26,11,9,55.0
Juan Manuel Elordi,Defensor,0,0,0,0,0.0,0.0,0.1,0.2,4,17,21,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.07,1,1,100.0,0.40,0.40,0.00,0.00,17.8,0,0,0.04,0.0,0.0,90,132,68.2,1532,774,51,57,89.5,26,43,60.5,11,24,45.8,0.1,-0.1,3,16,4,1,108,24,0,0,0,6,90,7,2.79,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,6,3,4,2,0,3,4,75.0,1,2,0,2,4,10,2,0,154,0,41,65,49,3,154,4,3,75.0,1,25.0,69,281,142,2,0,70,0,17,7,1,87.5
Juan Manuel García,Atacante,0,1,1,0,0.4,0.4,1.3,1.7,0,4,13,0.00,0.40,0.40,0.00,0.40,0.16,0.53,0.69,0.69,8,1,12.5,3.23,0.40,0.00,0.00,11.1,0,0,0.05,-0.4,-0.4,30,49,61.2,393,94,18,26,69.2,9,13,69.2,1,1,100.0,0.7,-0.3,5,2,1,0,46,2,0,0,0,1,30,7,2.83,6,0,0,1,0,0,1,0.40,1,0,0,0,0,0,2,1,1,0,1,0,2,0.0,2,0,0,0,1,3,3,0,78,3,8,28,42,15,78,2,1,50.0,1,50.0,36,93,7,2,1,54,3,0,13,21,38.2
Juan Manuel Insaurralde,Defensor,0,0,0,0,0.8,0.8,0.1,0.9,4,27,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.06,14,6,42.9,0.93,0.40,0.00,0.00,11.9,0,0,0.06,-0.8,-0.8,230,343,67.1,5572,2664,55,72,76.4,113,150,75.3,57,110,51.8,0.1,-0.1,2,28,1,0,310,33,31,0,7,0,230,7,0.47,4,2,0,1,0,0,1,0.07,0,0,0,1,0,0,12,10,9,2,1,4,7,57.1,3,21,14,7,12,24,112,0,534,126,316,192,28,23,534,6,4,66.7,2,33.3,166,980,608,2,0,188,5,42,40,18,69.0
Alexis Manyoma,Meio-campista,0,1,1,0,0.2,0.2,0.2,0.4,7,10,23,0.00,0.46,0.46,0.00,0.46,0.11,0.07,0.18,0.18,3,0,0.0,1.39,0.00,0.00,0,21.7,0,0,0.08,-0.2,-0.2,77,100,77.0,1149,293,47,56,83.9,22,33,66.7,5,6,83.3,0.1,+0.8,3,10,1,1,95,5,2,0,0,5,77,5,2.31,4,0,0,0,0,1,1,0.46,1,0,0,0,0,0,3,1,1,2,0,0,2,0.0,2,3,0,3,0,3,3,0,124,2,13,67,44,3,124,6,5,83.3,1,16.7,88,481,257,9,1,99,5,9,2,8,20.0
Javier Marcelo Correa,Atacante,1,1,2,1,0.9,0.9,0.7,1.6,9,7,23,0.29,0.29,0.57,0.29,0.57,0.25,0.20,0.45,0.45,13,6,46.2,3.71,1.71,0.08,0.17,17.8,0,0,0.07,+0.1,+0.1,44,66,66.7,628,161,20,27,74.1,16,18,88.9,3,5,60.0,0.1,+0.3,3,2,1,0,58,7,0,0,0,1,44,10,2.86,4,0,4,2,0,0,1,0.29,0,0,0,1,0,0,1,1,0,0,1,0,1,0.0,1,5,1,4,0,1,1,0,109,2,4,36,72,23,109,21,10,47.6,11,52.4,67,380,214,9,8,74,0,7,4,7,36.4
Rafael Marcelo Delgado,Defensor,0,0,0,0,0.0,0.0,0.1,0.1,3,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,191,270,70.7,3737,2009,69,77,89.6,95,131,72.5,25,54,46.3,0.1,-0.1,1,15,0,0,213,57,15,0,1,6,191,1,0.14,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,13,9,8,4,1,8,15,53.3,7,9,5,4,16,29,29,0,346,42,168,161,20,0,346,11,8,72.7,3,27.3,138,642,349,3,0,138,5,31,14,9,60.9
Angelo Marchese,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,16,19,15,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,2,0,0.0,0.48,0.00,0.00,0,29.2,0,0,0.02,0.0,0.0,166,226,73.5,2392,1024,93,107,86.9,59,85,69.4,7,14,50.0,0.4,0.0,0,14,3,2,172,54,0,1,0,14,166,6,1.43,2,1,2,0,1,0,0,0.00,0,0,0,0,0,0,10,6,5,5,0,5,13,38.5,8,5,0,5,2,12,20,0,284,14,72,152,63,1,284,19,11,57.9,7,36.8,124,955,527,9,1,160,2,12,1,1,50.0
Sasha Marcich,Defensor,1,1,2,1,1.2,1.2,0.6,1.8,19,34,26,0.08,0.08,0.16,0.08,0.16,0.10,0.05,0.15,0.15,14,4,28.6,1.14,0.33,0.07,0.25,15.8,2,0,0.09,-0.2,-0.2,268,475,56.4,5190,3194,108,141,76.6,107,201,53.2,44,103,42.7,0.7,+0.4,7,32,8,6,304,167,7,0,7,31,268,28,2.28,13,7,3,3,1,1,2,0.16,2,0,0,0,0,0,40,24,23,11,6,16,21,76.2,5,15,3,12,21,61,37,0,628,28,190,259,190,16,628,15,10,66.7,3,20.0,188,1115,602,13,3,197,10,43,20,14,58.8
Francisco Marco,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,35,44,79.5,660,217,10,10,100.0,24,28,85.7,1,5,20.0,0.0,0.0,0,0,0,0,44,0,0,0,0,0,35,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,48,4,28,20,0,0,48,0,0,0,0,0,26,102,60,0,0,38,0,2,1,2,33.3
Iván Marcone,Meio-campista,0,0,0,0,0.4,0.4,0.0,0.4,1,59,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,4,0,0.0,0.38,0.00,0.00,0,24.6,0,0,0.10,-0.4,-0.4,318,417,76.3,6385,2572,121,154,78.6,134,163,82.2,60,81,74.1,0.3,0.0,2,48,5,1,386,30,28,0,7,4,318,20,1.90,18,0,0,0,0,2,0,0.00,0,0,0,0,0,0,22,16,10,12,0,11,16,68.8,5,4,1,3,13,35,16,0,503,20,120,344,45,2,503,12,8,66.7,2,16.7,241,1148,609,3,0,245,21,63,10,5,66.7
Matías Marín,Meio-campista,0,1,1,0,0.2,0.2,0.2,0.4,1,5,6,0.00,0.55,0.55,0.00,0.55,0.12,0.11,0.23,0.23,3,1,33.3,1.64,0.55,0.00,0.00,26.5,0,0,0.07,-0.2,-0.2,49,80,61.3,977,409,23,33,69.7,16,23,69.6,9,18,50.0,0.4,+0.8,4,2,4,1,61,19,6,0,1,16,49,6,3.29,1,4,0,1,0,0,1,0.55,0,1,0,0,0,0,2,1,0,2,0,2,8,25.0,6,4,0,4,0,2,3,0,100,2,9,51,40,1,100,3,1,33.3,2,66.7,46,197,80,0,0,58,1,4,0,1,0.0
Gonzalo Maroni,Meio-campista,3,3,6,2,2.8,2.0,1.7,3.7,34,79,73,0.25,0.25,0.50,0.17,0.42,0.23,0.14,0.37,0.31,32,9,28.1,2.66,0.75,0.06,0.22,24.1,6,1,0.06,+0.2,0.0,419,567,73.9,6880,2056,198,247,80.2,171,209,81.8,32,71,45.1,1.7,+1.3,22,59,13,1,480,82,30,5,4,39,419,48,3.99,22,11,6,4,4,1,5,0.42,2,1,2,0,0,0,19,17,4,11,4,6,15,40.0,9,10,3,7,4,23,3,0,727,6,55,378,302,32,726,51,24,47.1,22,43.1,423,2483,1213,32,8,481,23,75,6,12,33.3
