Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Ramiro Ruiz,Atacante,0,0,0,0,1.3,1.3,0.6,1.9,4,4,28,0.00,0.00,0.00,0.00,0.00,0.32,0.14,0.46,0.46,9,3,33.3,2.14,0.71,0.00,0.00,19.9,0,0,0.15,-1.3,-1.3,39,64,60.9,494,141,27,37,73.0,11,19,57.9,0,2,0.0,0.2,-0.6,7,4,1,0,64,0,0,0,0,3,39,15,3.56,9,0,2,1,3,0,0,0.00,0,0,0,0,0,0,3,1,1,1,1,1,5,20.0,4,4,0,4,5,8,4,0,123,2,18,49,58,14,123,13,2,15.4,10,76.9,62,344,168,6,2,70,4,14,5,7,41.7
Facundo Russo,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.1,0,2,13,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,2,0,0.0,1.13,0.00,0.00,0,24.9,0,0,0.03,-0.1,-0.1,19,41,46.3,347,86,12,19,63.2,3,10,30.0,4,7,57.1,0.1,0.0,1,1,3,3,41,0,0,1,0,10,19,1,0.56,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,0,2,1,1,3,33.3,2,3,0,3,0,3,0,0,55,0,3,14,39,1,55,6,4,66.7,2,33.3,30,127,63,0,0,31,1,8,0,8,0.0
Ignacio Russo,Atacante,4,0,4,4,3.4,2.6,0.9,3.5,1,14,44,0.44,0.00,0.44,0.44,0.44,0.37,0.10,0.48,0.39,17,5,29.4,1.87,0.55,0.24,0.80,13.7,0,1,0.15,+0.6,+1.4,122,195,62.6,1678,297,85,112,75.9,25,40,62.5,7,14,50.0,0.3,-0.9,7,7,6,0,189,5,1,0,0,7,122,19,2.09,12,1,2,1,3,0,2,0.22,1,0,0,1,0,0,3,3,0,1,2,1,3,33.3,2,7,1,6,2,5,8,0,302,7,18,118,167,41,301,14,5,35.7,9,64.3,187,574,113,5,0,224,20,24,23,45,33.8
Juan Saborido,Defensor,0,0,0,0,0.2,0.2,0.9,1.0,9,11,21,0.00,0.00,0.00,0.00,0.00,0.03,0.17,0.21,0.21,5,0,0.0,1.00,0.00,0.00,0,14.3,0,0,0.03,-0.2,-0.2,119,199,59.8,1877,762,62,79,78.5,44,79,55.7,7,28,25.0,0.8,-0.9,5,7,4,4,152,47,1,0,1,19,119,14,2.80,11,1,0,2,0,0,0,0.00,0,0,0,0,0,0,11,7,4,5,2,5,10,50.0,5,6,2,4,3,14,12,0,268,8,76,111,82,12,268,8,5,62.5,3,37.5,97,527,308,8,0,109,9,27,3,9,25.0
Maximiliano Salas,Atacante,1,1,2,1,3.2,3.1,1.9,5.0,19,20,65,0.09,0.09,0.18,0.09,0.18,0.29,0.17,0.46,0.46,29,6,20.7,2.64,0.55,0.03,0.17,19.1,3,0,0.11,-2.2,-2.1,144,238,60.5,2161,583,83,119,69.7,46,72,63.9,10,21,47.6,1.4,-0.9,16,13,7,2,221,15,1,0,5,27,144,39,3.55,26,1,5,3,4,0,2,0.18,1,0,1,0,0,0,16,11,4,7,5,7,13,53.8,6,9,0,9,3,19,10,0,376,11,30,149,203,39,376,28,15,53.6,12,42.9,218,1183,541,16,6,248,14,47,9,15,37.5
Saúl Salcedo,Defensor,1,0,1,1,0.5,0.5,0.0,0.5,5,24,0,0.10,0.00,0.10,0.10,0.10,0.05,0.00,0.05,0.05,8,3,37.5,0.80,0.30,0.13,0.33,15.3,0,0,0.06,+0.5,+0.5,330,406,81.3,6491,2237,107,119,89.9,175,197,88.8,44,76,57.9,0.5,0.0,0,13,1,0,377,26,13,0,3,0,330,4,0.40,2,0,0,1,0,1,0,0.00,0,0,0,0,0,0,8,5,5,3,0,3,6,50.0,3,12,5,7,12,20,43,0,513,72,267,227,23,13,513,5,2,40.0,3,60.0,236,1134,571,3,0,259,8,47,23,15,60.5
Emiliano Saliadarre,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,5,7,71.4,74,11,2,3,66.7,3,4,75.0,0,0,0,0.0,0.0,0,0,0,0,7,0,0,0,0,0,5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,6,3,0,9,1,0,0.0,1,100.0,6,44,7,1,0,8,0,0,0,0,0
Santiago Salle,Defensor,0,0,0,0,0.2,0.2,0.4,0.6,8,24,21,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.10,4,0,0.0,0.67,0.00,0.00,0,17.2,1,0,0.05,-0.2,-0.2,190,257,73.9,3221,1614,90,99,90.9,86,114,75.4,13,28,46.4,0.5,-0.4,4,19,5,3,182,75,2,0,3,11,190,8,1.33,7,0,0,1,0,0,1,0.17,1,0,0,0,0,0,3,1,3,0,0,2,6,33.3,4,6,1,5,10,13,14,0,321,12,85,168,71,8,321,22,13,59.1,9,40.9,136,815,404,6,0,144,7,23,9,8,52.9
Oscar Salomón,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,8,10,80.0,127,76,3,3,100.0,5,6,83.3,0,1,0.0,0.0,0.0,0,1,0,0,7,3,0,0,0,0,8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,13,2,3,5,5,0,13,0,0,0,0,0,3,15,3,0,0,4,0,0,0,1,0.0
Brian Salvareschi,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,14,18,77.8,291,112,3,3,100.0,9,9,100.0,2,5,40.0,0.0,0.0,0,2,0,0,16,2,1,0,0,0,14,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,13,5,0,0,18,0,0,0,0,0,14,27,13,0,0,14,0,0,0,0,0
Eduardo Salvio,Atacante,2,0,2,2,1.7,1.7,0.1,1.8,13,19,28,0.39,0.00,0.39,0.39,0.39,0.33,0.03,0.35,0.35,13,6,46.2,2.53,1.17,0.15,0.33,15.5,1,0,0.13,+0.3,+0.3,134,165,81.2,1726,459,80,90,88.9,40,52,76.9,3,5,60.0,0.3,-0.1,3,5,3,1,159,6,1,1,0,10,134,11,2.14,8,0,2,1,0,0,0,0.00,0,0,0,0,0,0,4,2,2,2,0,3,8,37.5,5,6,0,6,0,4,5,0,243,4,34,124,91,20,243,35,13,37.1,22,62.9,135,795,352,6,5,174,3,17,3,8,27.3
Mario Sanabria,Meio-campista,0,0,0,0,0.2,0.2,0.0,0.2,2,1,3,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.70,0.70,2,0,0.0,8.57,0.00,0.00,0,16.7,0,0,0.08,-0.2,-0.2,4,7,57.1,34,9,4,5,80.0,0,1,0.0,0,0,0,0.0,0.0,0,0,1,0,7,0,0,0,0,1,4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,6,2,9,0,0,0,0,0,7,28,14,0,1,7,0,1,0,0,0
Mateo Sanabria,Meio-campista,1,1,2,1,0.2,0.2,0.2,0.4,10,3,10,0.57,0.57,1.14,0.57,1.14,0.11,0.09,0.20,0.20,2,1,50.0,1.14,0.57,0.50,1.00,15.3,0,0,0.10,+0.8,+0.8,24,32,75.0,309,122,15,15,100.0,8,12,66.7,0,3,0.0,0.0,+0.8,4,2,1,0,32,0,0,0,0,8,24,4,2.28,4,0,0,0,0,0,1,0.57,1,0,0,0,0,0,3,2,2,1,0,2,3,66.7,1,0,0,0,2,5,0,0,51,1,12,18,25,3,51,10,7,70.0,3,30.0,32,386,214,5,2,37,5,6,0,2,0.0
Mateo Sanabria,Meio-campista,1,0,1,1,0.9,0.9,0.5,1.4,21,2,43,0.24,0.00,0.24,0.24,0.24,0.22,0.12,0.34,0.34,5,3,60.0,1.19,0.71,0.20,0.33,18.8,0,0,0.18,+0.1,+0.1,46,77,59.7,895,203,22,29,75.9,14,23,60.9,8,13,61.5,0.3,-0.5,4,2,5,4,67,9,1,0,0,22,46,15,3.57,6,1,5,0,3,0,4,0.95,0,0,2,0,2,0,7,4,3,3,1,4,7,57.1,3,4,0,4,1,8,0,0,137,0,10,48,83,12,137,41,22,53.7,16,39.0,100,891,507,11,10,103,13,10,0,2,0.0
Brían Sánchez,Meio-campista,2,2,4,2,1.2,1.2,1.0,2.3,9,29,17,0.36,0.36,0.72,0.36,0.72,0.23,0.19,0.41,0.41,8,2,25.0,1.44,0.36,0.25,1.00,18.5,0,0,0.16,+0.8,+0.8,114,169,67.5,1777,582,60,77,77.9,44,62,71.0,8,12,66.7,1.6,+1.0,8,15,14,0,164,4,2,4,1,3,114,24,4.34,17,1,1,2,3,0,6,1.08,5,0,0,0,1,0,14,8,6,6,2,6,17,35.3,11,11,0,11,6,20,4,0,249,2,34,126,99,10,249,24,11,45.8,10,41.7,111,679,287,11,1,135,12,28,8,4,66.7
Carlos Sánchez,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,1,0,0.0,1.00,0.00,0.00,0,25.0,0,0,0.03,0.0,0.0,77,85,90.6,1488,642,23,23,100.0,45,46,97.8,8,13,61.5,0.0,0.0,0,5,1,0,82,3,3,0,0,0,77,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,0,95,7,26,66,4,1,95,1,1,100.0,0,0.0,46,181,99,0,0,69,1,8,1,1,50.0
Felipe Sánchez,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,11,14,78.6,246,99,4,4,100.0,4,5,80.0,3,5,60.0,0.0,0.0,0,1,0,0,14,0,0,0,0,0,11,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,2,2,0,3,3,100.0,0,0,0,0,1,5,2,0,20,3,8,12,1,0,20,0,0,0,0,0,7,106,52,0,0,6,0,5,0,0,0
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Luis Sánchez,Meio-campista,0,0,0,0,0.5,0.5,0.0,0.5,4,10,21,0.00,0.00,0.00,0.00,0.00,0.20,0.01,0.20,0.20,8,0,0.0,3.32,0.00,0.00,0,20.8,1,0,0.06,-0.5,-0.5,86,117,73.5,1225,288,48,58,82.8,24,36,66.7,7,10,70.0,0.1,0.0,1,12,2,0,108,8,1,0,1,1,86,5,1.97,2,0,0,1,2,0,0,0.00,0,0,0,0,0,0,3,1,0,3,0,2,4,50.0,2,4,0,4,0,3,0,0,151,0,7,76,71,10,151,10,5,50.0,5,50.0,90,395,149,6,0,111,3,7,3,2,60.0
Nicolás Sánchez,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,1,1,100.0,19,20,0,0,0,1,1,100.0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Agustín Sández,Defensor,0,0,0,0,0.1,0.1,0.3,0.4,10,38,15,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.06,2,1,50.0,0.27,0.13,0.00,0.00,13.5,0,0,0.06,-0.1,-0.1,258,355,72.7,4251,2402,132,159,83.0,99,132,75.0,22,48,45.8,0.4,-0.3,4,24,3,3,269,85,6,0,0,11,258,12,1.60,9,1,1,0,0,1,0,0.00,0,0,0,0,0,0,18,13,9,7,2,13,21,61.9,8,8,0,8,7,25,14,0,431,21,164,193,77,7,431,9,5,55.6,4,44.4,171,901,471,6,0,194,2,31,16,11,59.3
Jorge Sanguina,Atacante,0,0,0,0,0.3,0.3,0.1,0.4,1,3,12,0.00,0.00,0.00,0.00,0.00,0.22,0.09,0.30,0.30,3,1,33.3,2.45,0.82,0.00,0.00,16.2,0,0,0.09,-0.3,-0.3,22,32,68.8,314,60,15,21,71.4,5,9,55.6,1,1,100.0,0.1,-0.1,1,2,2,0,31,1,0,0,1,2,22,2,1.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,50,3,5,20,26,6,50,2,1,50.0,1,50.0,23,44,15,0,0,38,0,3,4,9,30.8
Nicolás Sansotre,Defensor,0,2,2,0,0.1,0.1,0.5,0.6,9,46,12,0.00,0.13,0.13,0.00,0.13,0.00,0.03,0.04,0.04,2,0,0.0,0.13,0.00,0.00,0,11.6,0,0,0.03,-0.1,-0.1,234,375,62.4,4494,2378,85,107,79.4,119,167,71.3,25,87,28.7,1.0,+1.5,4,36,4,2,308,67,2,0,2,10,234,13,0.82,11,0,0,1,0,1,3,0.19,3,0,0,0,0,0,16,12,11,4,1,11,19,57.9,8,14,8,6,13,29,70,0,513,87,236,235,44,7,513,6,3,50.0,2,33.3,144,774,519,6,0,166,2,48,19,16,54.3
Agustín Sant'Anna,Defensor,0,1,1,0,0.1,0.1,0.7,0.8,11,22,39,0.00,0.27,0.27,0.00,0.27,0.02,0.20,0.22,0.22,4,3,75.0,1.06,0.80,0.00,0.00,27.1,0,0,0.02,-0.1,-0.1,168,229,73.4,2945,1139,83,99,83.8,69,97,71.1,13,22,59.1,0.8,+0.3,8,22,9,7,201,28,0,0,2,22,168,13,3.45,11,0,2,0,0,0,1,0.27,1,0,0,0,0,0,10,8,7,2,1,6,10,60.0,4,3,0,3,3,13,5,0,276,4,68,129,82,3,276,6,5,83.3,1,16.7,155,920,485,9,1,168,1,21,2,4,33.3
Thiago Santamaría,Defensor,0,0,0,0,0.1,0.1,0.2,0.3,17,44,50,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.03,4,0,0.0,0.49,0.00,0.00,0,27.6,0,0,0.01,-0.1,-0.1,338,478,70.7,5624,2087,163,207,78.7,141,188,75.0,25,56,44.6,0.4,-0.2,6,35,13,3,372,103,6,0,3,31,338,13,1.59,12,0,1,0,0,0,2,0.24,2,0,0,0,0,0,19,11,10,5,4,15,35,42.9,20,8,0,8,8,27,14,0,578,9,142,276,165,4,578,21,6,28.6,13,61.9,258,1195,679,11,2,317,8,31,4,5,44.4
Mariano Santiago,Meio-campista,0,0,0,0,0.0,0.0,0.4,0.4,1,5,7,0.00,0.00,0.00,0.00,0.00,0.01,0.28,0.29,0.29,1,0,0.0,0.75,0.00,0.00,0,33.4,0,0,0.01,0.0,0.0,32,38,84.2,486,124,17,19,89.5,12,14,85.7,2,3,66.7,0.0,-0.4,4,6,0,0,38,0,0,0,0,0,32,3,2.25,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,53,1,8,28,17,2,53,2,0,0.0,2,100.0,31,161,60,3,1,40,0,2,1,1,50.0
Michael Santos,Atacante,3,0,3,3,1.9,1.0,0.0,1.0,6,5,18,1.30,0.00,1.30,1.30,1.30,0.84,0.00,0.84,0.42,6,5,83.3,2.61,2.17,0.50,0.60,16.6,0,1,0.16,+1.1,+2.0,27,49,55.1,394,142,12,20,60.0,10,17,58.8,2,4,50.0,0.1,0.0,0,3,2,0,48,1,0,0,0,2,27,4,1.74,1,0,1,1,1,0,2,0.87,0,0,1,1,0,0,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,1,0,79,2,4,45,32,7,78,5,2,40.0,3,60.0,45,234,129,3,2,64,4,5,6,11,35.3
Marcelo Saracchi,Defensor,0,0,0,0,0.1,0.1,0.1,0.2,7,9,22,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.04,4,0,0.0,0.98,0.00,0.00,0,31.4,0,0,0.02,-0.1,-0.1,111,162,68.5,1868,595,42,57,73.7,54,73,74.0,9,23,39.1,0.2,-0.1,3,7,1,0,136,26,6,0,2,10,111,6,1.48,2,2,0,0,1,1,0,0.00,0,0,0,0,0,0,5,4,3,1,1,2,6,33.3,4,8,4,4,11,16,9,0,216,18,77,97,43,7,216,8,4,50.0,4,50.0,93,596,240,4,3,107,5,18,2,1,66.7
Jabes Saralegui,Meio-campista,1,0,1,1,0.8,0.8,0.3,1.2,2,9,14,0.30,0.00,0.30,0.30,0.30,0.25,0.10,0.35,0.35,7,3,42.9,2.12,0.91,0.14,0.33,20.7,0,0,0.12,+0.2,+0.2,67,100,67.0,1224,275,34,41,82.9,19,26,73.1,11,20,55.0,0.3,-0.3,4,6,2,1,89,11,3,0,3,9,67,8,2.42,5,2,1,0,0,0,0,0.00,0,0,0,0,0,0,6,4,3,3,0,3,5,60.0,2,4,0,4,0,6,2,0,129,3,27,52,51,5,129,9,5,55.6,2,22.2,59,307,141,1,0,73,7,13,0,1,0.0
Rodrigo Saravia,Meio-campista,0,0,0,0,0.2,0.2,0.0,0.2,2,18,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.05,6,0,0.0,1.20,0.00,0.00,0,21.2,0,0,0.03,-0.2,-0.2,140,186,75.3,2726,835,48,61,78.7,73,90,81.1,17,29,58.6,0.1,0.0,2,14,3,0,183,3,3,0,4,1,140,6,1.20,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,15,11,5,7,3,10,16,62.5,6,9,4,5,3,18,9,0,239,13,63,149,28,3,239,2,1,50.0,1,50.0,84,315,164,2,1,109,0,34,6,2,75.0
Alejo Sarco,Atacante,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,2,0,0.0,2.12,0.00,0.00,0,16.2,0,0,0.11,-0.2,-0.2,13,17,76.5,121,17,9,12,75.0,1,1,100.0,0,0,0,0.0,0.0,0,0,0,0,17,0,0,0,0,0,13,1,1.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,31,0,1,14,16,3,31,0,0,0,0,0,13,54,11,1,0,20,0,0,0,2,0.0
Darío Sarmiento,Meio-campista,0,0,0,0,0.2,0.2,0.2,0.4,8,11,8,0.00,0.00,0.00,0.00,0.00,0.15,0.18,0.33,0.33,2,0,0.0,1.78,0.00,0.00,0,16.1,0,0,0.08,-0.2,-0.2,54,66,81.8,954,203,21,25,84.0,19,24,79.2,9,11,81.8,0.2,-0.2,3,4,2,0,61,5,2,3,2,4,54,5,4.50,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0,78,0,6,31,43,5,78,4,3,75.0,1,25.0,59,506,255,5,4,61,3,7,1,1,50.0
Fabrizio Sartori,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,4,9,44.4,46,9,3,6,50.0,1,1,100.0,0,0,0,0.0,0.0,0,0,0,0,9,0,0,0,0,3,4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,1,0,16,1,3,6,8,0,16,4,1,25.0,3,75.0,13,94,36,2,0,10,1,3,1,3,25.0
Gastón Sauro,Defensor,0,0,0,0,0.2,0.2,0.0,0.2,2,7,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,4,1,25.0,0.73,0.18,0.00,0.00,15.9,0,0,0.04,-0.2,-0.2,98,123,79.7,1722,668,39,44,88.6,51,60,85.0,6,15,40.0,0.0,0.0,0,4,0,0,118,4,2,0,0,0,98,3,0.55,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,4,1,0,3,1,0,3,0.0,3,6,5,1,15,19,32,0,190,42,115,68,8,5,190,1,1,100.0,0,0.0,44,299,126,0,0,63,0,17,16,6,72.7
Rodrigo Sayavedra,Defensor,0,0,0,0,0.1,0.1,0.1,0.2,4,22,9,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.05,3,1,33.3,0.67,0.22,0.00,0.00,20.5,2,0,0.05,-0.1,-0.1,95,185,51.4,2277,1404,29,33,87.9,33,62,53.2,33,79,41.8,0.2,-0.1,4,18,1,0,126,58,7,0,3,22,95,10,2.24,4,5,0,1,0,0,0,0.00,0,0,0,0,0,0,17,9,9,5,3,16,27,59.3,11,6,4,2,8,25,10,0,246,11,78,108,65,2,246,11,6,54.5,5,45.5,81,383,196,4,1,74,6,24,4,2,66.7
Benjamín Schamine,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,6,10,60.0,97,39,3,5,60.0,1,2,50.0,1,1,100.0,0.0,0.0,0,0,0,0,9,0,0,0,0,0,6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,1,0,16,2,8,5,3,0,16,0,0,0,0,0,6,30,0,0,0,9,0,1,1,0,100.0
Ignacio Schor,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,5,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,14,26,53.8,199,63,10,13,76.9,3,8,37.5,1,2,50.0,0.1,0.0,0,1,0,0,26,0,0,0,1,5,14,2,1.67,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,1,0,0,0,2,3,0,0,41,2,6,12,25,4,41,5,2,40.0,3,60.0,22,295,147,4,2,26,2,5,3,2,60.0
Ignacio Schor,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,1,1,100.0,4.50,4.50,0.00,0.00,10.7,0,0,0.08,-0.1,-0.1,4,4,100.0,81,20,1,1,100.0,1,1,100.0,1,1,100.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,4,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,0,3,0,0,2,0.0,2,0,0,0,0,3,0,0,10,0,0,7,3,1,10,4,1,25.0,2,50.0,5,23,18,0,0,7,1,2,1,2,33.3
Augusto Schott,Defensor,0,0,0,0,0.1,0.1,0.2,0.3,8,17,17,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.05,3,2,66.7,0.61,0.40,0.00,0.00,13.6,0,0,0.03,-0.1,-0.1,118,190,62.1,2037,1032,50,60,83.3,56,86,65.1,10,23,43.5,0.2,-0.2,3,14,2,2,139,50,2,0,0,9,118,8,1.62,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,8,5,4,1,3,5,8,62.5,3,6,3,3,6,14,10,0,239,12,65,120,57,8,239,7,3,42.9,3,42.9,84,490,207,4,0,90,2,16,7,8,46.7
