Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Mateo Ponte,Defensor,3,0,3,3,1.4,1.4,0.7,2.1,16,34,71,0.3,0.0,0.3,0.3,0.3,0.14,0.07,0.21,0.21,10,3,30.0,0.99,0.3,0.3,1.0,14.8,0,0,0.14,1.6,1.6,354,451,78.5,5923,2022,163,187,87.2,164,194,84.5,25,49,51.0,0.5,-0.7,10,23,12,7,363,87,9,0,4,34,354,18,1.78,15,0,1,1,0,1,3,0.3,2,0,0,0,0,1,30,23,16,11,3,8,18,44.4,10,6,3,3,18,48,17,0,560,22,144,286,137,20,560,20,7,35.0,11,55.0,270,1318,638,8,6,325,5,39,13,6,68.4
Werik Popó,Atacante,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.52,1.52,1,0,0.0,9.0,0.0,0.0,0.0,7.7,0,0,0.17,-0.2,-0.2,0,1,0.0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,4,2,1,6,1,1,100.0,0,0.0,5,22,1,0,0,3,1,2,0,2,0.0
Werik Popó,Atacante,0,0,0,0,0.0,0.0,0.2,0.2,2,0,7,0.0,0.0,0.0,0.0,0.0,0.11,0.42,0.53,0.53,1,0,0.0,2.14,0.0,0.0,0.0,15.4,0,0,0.05,0.0,0.0,8,12,66.7,81,20,6,9,66.7,1,2,50.0,0,0,0.0,0.1,-0.2,2,1,0,0,12,0,0,0,0,0,8,3,6.43,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,2,0,25,1,2,12,11,4,25,2,0,0.0,2,100.0,16,138,73,1,0,19,0,2,2,1,66.7
Gustavo Prado,Atacante,1,0,1,1,1.2,1.2,1.2,2.4,15,21,54,0.17,0.0,0.17,0.17,0.17,0.2,0.19,0.4,0.4,16,8,50.0,2.65,1.32,0.06,0.13,17.4,0,0,0.08,-0.2,-0.2,174,227,76.7,2657,650,81,89,91.0,72,86,83.7,11,26,42.3,1.0,-1.2,8,13,9,3,221,5,1,1,2,29,174,25,4.13,19,0,1,3,1,1,3,0.5,1,0,0,2,0,0,23,14,4,9,10,8,20,40.0,12,11,0,11,1,24,4,0,320,3,32,142,152,17,320,24,10,41.7,12,50.0,211,1277,542,15,1,233,9,29,3,7,30.0
Bruno Praxedes,Meio-campista,0,0,0,0,0.1,0.1,0.3,0.4,2,7,9,0.0,0.0,0.0,0.0,0.0,0.04,0.24,0.28,0.28,2,0,0.0,1.5,0.0,0.0,0.0,26.8,0,0,0.03,-0.1,-0.1,44,59,74.6,756,268,21,29,72.4,17,21,81.0,6,6,100.0,0.4,-0.3,4,5,1,0,53,6,0,0,0,4,44,7,5.25,4,3,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,3,0,1,4,25.0,3,6,2,4,1,4,1,0,79,3,16,32,31,2,79,4,1,25.0,3,75.0,32,189,94,1,0,47,1,5,2,2,50.0
Bruno Praxedes,Meio-campista,0,0,0,0,0.2,0.2,0.4,0.6,6,10,22,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.21,0.21,4,2,50.0,1.37,0.69,0.0,0.0,24.7,0,0,0.04,-0.2,-0.2,84,108,77.8,1297,370,50,61,82.0,24,29,82.8,7,12,58.3,0.4,-0.4,6,7,4,1,101,6,3,1,0,6,84,9,3.09,6,1,1,1,0,0,0,0.0,0,0,0,0,0,0,5,4,1,2,2,1,7,14.3,6,0,0,0,2,7,4,1,132,1,17,58,61,11,132,10,4,40.0,5,50.0,79,479,247,7,2,88,5,16,3,3,50.0
Erick Pulgar,Meio-campista,0,0,0,0,0.8,0.7,0.3,1.0,7,60,15,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.09,0.08,6,2,33.3,0.49,0.16,0.0,0.0,15.0,0,0,0.11,-0.8,-0.7,611,698,87.5,10049,2874,291,327,89.0,260,279,93.2,40,54,74.1,0.4,-0.3,7,75,3,1,681,17,14,1,0,2,611,20,1.64,18,0,1,1,0,0,1,0.08,1,0,0,0,0,0,33,20,14,14,5,19,34,55.9,15,11,4,7,21,54,16,0,828,21,178,540,113,14,828,6,3,50.0,2,33.3,431,2134,873,14,0,552,8,55,25,15,62.5
Du Queiroz,Meio-campista,0,0,0,0,1.1,1.1,0.4,1.6,13,48,19,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.24,0.24,8,3,37.5,1.23,0.46,0.0,0.0,17.8,0,0,0.14,-1.1,-1.1,351,404,86.9,5528,1465,182,202,90.1,138,149,92.6,20,30,66.7,0.4,-0.4,5,41,5,1,398,4,0,1,3,4,351,11,1.69,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,19,13,7,9,3,10,17,58.8,7,9,0,9,9,28,8,0,478,11,75,304,106,10,478,11,6,54.5,5,45.5,278,1359,718,11,0,354,1,39,2,6,25.0
Igor Rabello,Defensor,0,1,1,0,0.2,0.2,0.0,0.2,2,11,0,0.0,0.16,0.16,0.0,0.16,0.03,0.01,0.04,0.04,5,1,20.0,0.81,0.16,0.0,0.0,14.2,0,0,0.04,-0.2,-0.2,325,370,87.8,6217,2012,112,122,91.8,182,200,91.0,28,43,65.1,0.1,1.0,2,17,1,0,358,12,12,0,1,0,325,7,1.13,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,15,7,4,11,0,8,11,72.7,3,9,6,3,8,23,37,0,449,61,227,207,17,5,449,2,1,50.0,1,50.0,209,1049,633,3,0,278,2,27,23,12,65.7
Zé Rafael,Meio-campista,0,2,2,0,0.5,0.5,1.3,1.8,9,45,19,0.0,0.22,0.22,0.0,0.22,0.05,0.14,0.19,0.19,11,2,18.2,1.19,0.22,0.0,0.0,23.4,0,0,0.04,-0.5,-0.5,328,377,87.0,5632,1343,145,156,92.9,140,153,91.5,31,44,70.5,0.8,0.7,12,34,5,1,360,16,15,2,2,4,328,31,3.27,23,1,2,1,1,3,5,0.53,2,0,0,1,1,1,24,15,6,16,2,11,27,40.7,16,8,2,6,11,35,6,0,481,9,65,324,105,11,481,18,5,27.8,10,55.6,280,1411,770,11,1,319,18,62,9,17,34.6
Rafinha,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,3,16,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,213,249,85.5,4263,1423,84,88,95.5,95,103,92.2,34,54,63.0,0.1,0.0,1,21,3,1,212,37,9,0,3,8,213,4,1.18,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1,4,0,0,3,7,42.9,4,5,3,2,2,6,10,1,271,10,122,122,28,0,271,1,0,0.0,1,100.0,129,374,206,2,0,189,3,17,0,1,0.0
Railan,Defensor,0,3,3,0,0.3,0.3,0.6,0.9,28,40,44,0.0,0.32,0.32,0.0,0.32,0.03,0.06,0.09,0.09,10,2,20.0,1.07,0.21,0.0,0.0,22.2,1,0,0.03,-0.3,-0.3,356,460,77.4,6062,2393,174,203,85.7,133,166,80.1,37,65,56.9,0.5,2.4,8,43,9,6,393,66,6,0,5,27,356,22,2.36,15,0,2,4,1,0,2,0.21,1,0,0,1,0,0,15,9,8,5,2,7,13,53.8,6,5,2,3,15,30,18,0,574,15,146,285,150,10,574,39,21,53.8,15,38.5,281,1666,1024,14,3,350,12,48,12,17,41.4
André Ramalho,Defensor,0,0,0,0,0.2,0.2,0.0,0.2,6,37,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,7,1,14.3,0.72,0.1,0.0,0.0,18.0,0,0,0.03,-0.2,-0.2,424,488,86.9,8648,3239,121,132,91.7,248,268,92.5,52,82,63.4,0.2,0.0,1,35,1,0,451,36,33,0,0,0,424,10,1.03,6,1,0,3,0,0,2,0.21,2,0,0,0,0,0,13,8,11,2,0,5,11,45.5,6,12,6,6,16,29,38,0,577,71,280,271,28,9,577,5,4,80.0,1,20.0,314,2053,1300,3,0,359,5,35,16,9,64.0
Eric Ramires,Meio-campista,2,2,4,2,1.8,1.8,0.3,2.1,8,33,30,0.17,0.17,0.35,0.17,0.35,0.16,0.02,0.18,0.18,20,5,25.0,1.74,0.44,0.1,0.4,20.8,0,0,0.09,0.2,0.2,362,431,84.0,5582,1269,185,205,90.2,135,156,86.5,26,41,63.4,0.3,1.7,8,36,3,0,412,19,5,1,1,10,362,27,2.35,25,0,0,1,1,0,3,0.26,3,0,0,0,0,0,23,16,11,7,5,12,25,48.0,13,9,2,7,8,31,8,0,548,16,97,280,174,21,548,20,10,50.0,8,40.0,307,1336,557,12,2,364,18,70,4,12,25.0
Ramon,Defensor,2,1,3,2,0.7,0.7,1.2,1.9,34,63,68,0.1,0.05,0.15,0.1,0.15,0.04,0.06,0.1,0.1,14,3,21.4,0.72,0.15,0.14,0.67,22.6,1,0,0.05,1.3,1.3,668,885,75.5,11505,4396,290,326,89.0,290,367,79.0,62,124,50.0,0.9,-0.2,26,48,16,11,711,171,11,2,1,72,668,46,2.38,35,6,3,1,0,1,1,0.05,1,0,0,0,0,0,41,26,27,10,4,15,24,62.5,9,19,7,12,18,59,53,0,1087,61,358,469,266,15,1087,31,15,48.4,15,48.4,506,2298,1286,18,4,632,17,65,11,12,47.8
Randerson,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,13,69.2,218,29,2,2,100.0,5,7,71.4,2,3,66.7,0.0,0.0,0,1,1,0,13,0,0,0,0,0,9,1,6.43,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,16,0,2,11,3,0,16,1,1,100.0,0,0.0,9,27,7,0,0,13,0,2,0,1,0.0
Pedro Rangel,Goleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,125,173,72.3,3761,2643,17,17,100.0,63,64,98.4,44,90,48.9,0.0,0.0,0,9,0,0,130,42,8,0,0,0,125,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,188,139,188,0,0,0,188,1,1,100.0,0,0.0,117,678,454,1,1,88,0,7,0,0,0.0
Raniele,Meio-campista,0,0,0,0,1.1,1.1,0.6,1.7,15,52,22,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.09,19,6,31.6,0.98,0.31,0.0,0.0,18.9,0,0,0.06,-1.1,-1.1,488,648,75.3,8242,2682,217,267,81.3,228,278,82.0,29,55,52.7,0.6,-0.6,16,45,2,0,625,22,20,1,3,11,488,32,1.65,26,0,0,0,4,2,2,0.1,0,0,0,0,2,0,45,21,19,23,3,23,51,45.1,28,31,12,19,35,80,54,0,881,66,302,484,105,32,881,10,6,60.0,3,30.0,404,1993,885,9,1,472,25,72,41,40,50.6
Rafael Ratão,Atacante,1,2,3,1,2.0,2.0,0.6,2.6,13,15,46,0.31,0.62,0.94,0.31,0.94,0.64,0.19,0.83,0.83,10,3,30.0,3.12,0.94,0.1,0.33,15.1,0,0,0.2,-1.0,-1.0,108,135,80.0,1546,383,62,75,82.7,30,35,85.7,8,12,66.7,0.5,1.4,4,8,4,2,131,4,1,1,1,6,108,16,5.0,10,0,3,3,0,0,5,1.56,2,0,2,1,0,0,7,4,4,2,1,4,16,25.0,12,5,1,4,1,8,3,0,185,2,22,71,94,21,185,17,10,58.8,7,41.2,115,600,354,9,7,144,3,13,3,9,25.0
Wellington Rato,Atacante,0,3,3,0,1.4,1.4,2.3,3.7,19,42,68,0.0,0.31,0.31,0.0,0.31,0.15,0.24,0.38,0.38,15,4,26.7,1.56,0.42,0.0,0.0,15.7,0,0,0.09,-1.4,-1.4,327,430,76.0,6489,1925,137,153,89.5,132,162,81.5,52,100,52.0,2.0,0.7,25,34,13,6,372,58,10,2,19,65,327,35,3.63,26,8,0,1,0,0,4,0.42,2,2,0,0,0,0,10,3,4,5,1,5,17,29.4,12,5,1,4,2,12,5,0,503,6,60,241,205,25,503,13,7,53.8,6,46.2,299,1676,676,17,14,375,16,29,4,6,40.0
Raul,Meio-campista,1,1,2,1,0.3,0.3,1.1,1.4,9,58,8,0.08,0.08,0.16,0.08,0.16,0.03,0.09,0.11,0.11,11,2,18.2,0.87,0.16,0.09,0.5,26.6,0,0,0.03,0.7,0.7,486,583,83.4,8843,2909,223,247,90.3,192,216,88.9,62,99,62.6,0.6,-0.1,9,53,7,1,558,24,21,2,11,2,486,26,2.05,23,1,0,0,0,2,2,0.16,2,0,0,0,0,0,21,16,8,11,2,13,25,52.0,12,12,4,8,19,40,22,1,696,37,186,419,99,5,696,10,6,60.0,2,20.0,375,1734,703,13,0,430,10,74,8,6,57.1
Pedro Raul,Atacante,0,0,0,0,1.4,1.4,0.4,1.8,5,10,40,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.3,0.3,14,4,28.6,2.4,0.69,0.0,0.0,13.8,0,0,0.1,-1.4,-1.4,69,111,62.2,722,142,42,60,70.0,14,23,60.9,1,2,50.0,0.7,-0.4,6,4,5,0,100,9,0,1,0,2,69,15,2.57,10,0,0,3,0,2,2,0.34,1,0,0,1,0,0,10,8,0,9,1,4,8,50.0,4,4,1,3,0,10,6,0,181,6,14,95,77,34,181,5,4,80.0,1,20.0,81,307,127,3,2,113,10,20,18,27,40.0
Leonardo Realpe,Defensor,0,0,0,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,1,0,0.0,1.0,0.0,0.0,0.0,10.7,0,0,0.07,-0.1,-0.1,30,35,85.7,564,316,11,12,91.7,15,17,88.2,3,4,75.0,0.0,0.0,0,3,0,0,33,2,2,0,0,0,30,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,1,1,0,0,2,0.0,2,3,2,1,4,6,8,0,55,10,28,26,1,1,55,0,0,0.0,0,0.0,21,103,46,0,0,23,1,2,4,3,57.1
Reinaldo,Defensor,2,0,2,1,1.5,0.8,1.5,2.3,22,89,75,0.11,0.0,0.11,0.06,0.06,0.09,0.08,0.17,0.13,29,14,48.3,1.61,0.77,0.03,0.07,27.1,8,1,0.03,0.5,0.2,772,1026,75.2,14237,5884,319,364,87.6,340,424,80.2,90,177,50.8,1.2,-1.5,26,85,12,4,779,244,38,0,9,66,772,59,3.27,29,19,4,3,1,3,2,0.11,2,0,0,0,0,0,33,24,16,9,8,17,29,58.6,12,13,2,11,15,48,50,1,1211,57,309,547,368,24,1210,37,20,54.1,16,43.2,580,2709,1274,18,6,647,14,93,12,19,38.7
Vitor Reis,Defensor,1,0,1,1,0.3,0.3,0.1,0.4,3,25,0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.04,0.04,3,1,33.3,0.33,0.11,0.33,1.0,8.7,0,0,0.11,0.7,0.7,434,472,91.9,8205,2825,128,137,93.4,277,293,94.5,26,36,72.2,0.2,-0.1,3,22,0,0,459,13,12,0,0,0,434,9,0.98,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0,16,4,8,7,1,12,20,60.0,8,9,7,2,5,21,38,0,561,48,227,319,17,7,561,0,0,0.0,0,0.0,311,1853,880,3,0,345,7,37,30,13,69.8
Robert Renan,Defensor,0,1,1,0,0.6,0.6,0.3,0.9,16,45,15,0.0,0.09,0.09,0.0,0.09,0.06,0.02,0.08,0.08,6,1,16.7,0.56,0.09,0.0,0.0,22.8,0,0,0.1,-0.6,-0.6,521,604,86.3,9881,3107,175,190,92.1,293,310,94.5,48,90,53.3,0.2,0.7,5,45,5,3,562,40,12,0,4,12,521,14,1.31,13,0,1,0,0,0,1,0.09,1,0,0,0,0,0,24,21,16,8,0,14,25,56.0,11,10,5,5,20,44,36,1,724,67,297,370,64,6,724,16,8,50.0,8,50.0,464,2564,1475,9,1,483,0,50,14,14,50.0
Renê,Defensor,0,0,0,0,0.8,0.8,0.6,1.5,29,81,21,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.14,10,3,30.0,0.94,0.28,0.0,0.0,20.0,1,0,0.08,-0.8,-0.8,548,720,76.1,10163,3856,210,230,91.3,259,322,80.4,63,127,49.6,0.9,-0.6,8,70,15,1,604,111,40,1,8,18,548,26,2.46,19,3,1,2,1,0,1,0.09,1,0,0,0,0,0,31,20,10,18,3,11,17,64.7,6,7,2,5,17,48,28,0,834,33,214,450,182,12,834,9,4,44.4,4,44.4,467,2685,1472,28,0,507,15,63,28,11,71.8
Rezende,Meio-campista,0,0,0,0,0.4,0.4,0.0,0.4,2,22,1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,4,0,0.0,0.63,0.0,0.0,0.0,7.3,0,0,0.11,-0.4,-0.4,309,327,94.5,5099,1969,128,136,94.1,165,170,97.1,10,11,90.9,0.1,0.0,1,15,0,0,316,11,11,0,0,0,309,4,0.63,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0,24,16,13,9,2,8,12,66.7,4,8,3,5,8,32,24,0,416,44,183,218,18,6,416,4,3,75.0,1,25.0,210,1090,548,1,0,272,14,27,10,10,50.0
Rhaldney,Meio-campista,0,1,1,0,0.6,0.6,0.6,1.2,24,97,42,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.07,12,5,41.7,0.69,0.29,0.0,0.0,17.8,0,0,0.05,-0.6,-0.6,733,826,88.7,12913,3241,308,349,88.3,327,355,92.1,70,81,86.4,0.9,0.4,15,95,8,1,802,24,20,0,12,4,733,43,2.47,37,0,0,3,1,2,1,0.06,1,0,0,0,0,0,53,36,14,30,9,17,46,37.0,29,21,6,15,10,63,16,0,978,29,170,578,246,20,978,17,14,82.4,3,17.6,607,3110,1373,28,3,678,22,115,19,22,46.3
Everton Ribeiro,Meio-campista,2,5,7,2,1.2,1.2,3.4,4.6,62,232,122,0.09,0.23,0.32,0.09,0.32,0.06,0.15,0.21,0.21,20,8,40.0,0.91,0.36,0.1,0.25,24.8,0,0,0.06,0.8,0.8,1203,1433,83.9,18910,6120,628,700,89.7,452,522,86.6,79,116,68.1,3.8,1.6,41,171,45,8,1361,65,21,11,7,32,1203,86,3.91,75,4,1,2,3,1,11,0.5,11,0,0,0,0,0,44,28,18,20,6,19,46,41.3,27,18,2,16,29,73,9,0,1653,12,212,880,578,30,1653,54,21,38.9,30,55.6,1076,5199,2928,62,7,1326,52,91,10,13,43.5
Ricardo,Meio-campista,0,0,0,0,0.1,0.1,0.1,0.2,1,21,7,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.04,4,0,0.0,0.82,0.0,0.0,0.0,33.5,0,0,0.02,-0.1,-0.1,140,186,75.3,2514,716,54,67,80.6,66,79,83.5,14,26,53.8,0.2,-0.1,5,12,3,1,177,9,9,0,2,6,140,14,2.87,7,0,1,0,2,4,0,0.0,0,0,0,0,0,0,21,14,8,11,2,11,20,55.0,9,5,2,3,4,25,7,0,241,14,60,148,38,0,241,5,3,60.0,1,20.0,129,534,236,1,0,142,11,24,7,11,38.9
João Ricardo Riedi,Goleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,486,731,66.5,15876,11714,61,62,98.4,194,199,97.5,230,465,49.5,0.0,0.0,0,10,0,0,429,298,83,0,3,0,486,6,0.21,4,2,0,0,0,0,1,0.04,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,8,1,816,706,816,0,0,0,816,1,1,100.0,0,0.0,375,2412,1652,0,0,233,2,22,9,0,100.0
Charles Rigon Matos,Meio-campista,0,0,0,0,0.2,0.2,0.2,0.4,6,23,16,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.08,3,2,66.7,0.6,0.4,0.0,0.0,22.1,0,0,0.08,-0.2,-0.2,154,196,78.6,2437,783,77,91,84.6,64,78,82.1,8,17,47.1,0.4,-0.2,2,17,1,0,191,5,4,2,0,8,154,7,1.39,7,0,0,0,0,0,1,0.2,1,0,0,0,0,0,20,18,9,9,2,12,28,42.9,16,7,2,5,9,29,11,0,257,9,54,149,56,5,257,3,1,33.3,2,66.7,113,615,295,4,0,159,6,15,11,7,61.1
Rikelme,Defensor,0,0,0,0,0.1,0.1,0.1,0.2,4,10,14,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.03,2,1,50.0,0.36,0.18,0.0,0.0,26.6,1,0,0.03,-0.1,-0.1,141,202,69.8,2309,1035,78,89,87.6,46,65,70.8,12,33,36.4,0.1,-0.1,3,9,2,1,159,43,6,0,1,18,141,6,1.09,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,12,8,8,4,0,9,13,69.2,4,6,0,6,11,23,16,0,266,18,93,113,60,3,266,10,2,20.0,7,70.0,96,440,186,2,0,126,4,19,3,7,30.0
Rildo,Atacante,0,0,0,0,0.3,0.3,0.1,0.3,5,3,10,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.26,0.26,5,0,0.0,3.78,0.0,0.0,0.0,19.1,1,0,0.05,-0.3,-0.3,19,31,61.3,285,64,13,15,86.7,4,8,50.0,2,2,100.0,0.0,-0.1,1,1,1,0,31,0,0,0,0,1,19,3,2.29,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,1,5,20.0,4,0,0,0,1,3,1,0,52,0,7,21,24,5,52,8,3,37.5,5,62.5,28,228,122,2,1,38,4,6,2,2,50.0
Richard Ríos,Meio-campista,1,2,3,1,0.7,0.7,0.6,1.2,18,62,36,0.09,0.17,0.26,0.09,0.26,0.06,0.05,0.11,0.11,18,5,27.8,1.55,0.43,0.06,0.2,26.1,3,0,0.04,0.3,0.3,392,484,81.0,6751,1702,171,192,89.1,161,194,83.0,41,62,66.1,0.8,1.4,10,42,11,4,468,13,12,0,4,23,392,24,2.08,19,1,2,2,0,0,3,0.26,2,0,1,0,0,0,33,19,10,15,8,9,32,28.1,23,14,1,13,10,43,5,0,642,13,97,381,175,11,642,34,12,35.3,19,55.9,357,1901,791,15,2,419,22,74,12,10,54.5
Riquelme,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,5,60.0,59,16,1,2,50.0,1,1,100.0,1,1,100.0,0.0,0.0,0,0,0,0,4,1,1,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,0,1,0,1,1,0,9,2,5,3,1,0,9,0,0,0.0,0,0.0,3,37,2,0,0,3,1,1,0,3,0.0
Robert,Meio-campista,0,1,1,0,0.3,0.3,0.3,0.6,17,7,34,0.0,0.23,0.23,0.0,0.23,0.07,0.06,0.13,0.13,8,2,25.0,1.82,0.45,0.0,0.0,23.0,0,0,0.04,-0.3,-0.3,78,107,72.9,1005,199,50,60,83.3,20,31,64.5,3,8,37.5,0.1,0.7,3,2,3,0,106,1,0,0,1,5,78,9,2.05,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0,3,1,2,1,0,2,6,33.3,4,4,2,2,1,4,5,1,156,5,29,50,80,20,156,23,9,39.1,13,56.5,105,706,413,18,9,120,3,8,2,9,18.2
Jhonata Robert,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.2,6,11,10,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.24,0.24,4,2,50.0,5.81,2.9,0.0,0.0,24.2,1,0,0.03,-0.1,-0.1,40,52,76.9,755,255,18,23,78.3,16,17,94.1,5,9,55.6,0.1,0.0,1,6,1,0,50,2,1,0,3,2,40,6,8.71,3,0,0,1,1,1,0,0.0,0,0,0,0,0,0,3,3,2,1,0,1,1,100.0,0,2,1,1,1,4,0,0,65,1,9,26,32,2,65,1,0,0.0,0,0.0,41,277,179,4,1,48,4,7,1,3,25.0
