Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Derek,Atacante,1,0,1,1,1.5,1.5,1.3,2.9,8,8,21,0.21,0.0,0.21,0.21,0.21,0.32,0.28,0.6,0.6,14,3,21.4,2.92,0.63,0.07,0.33,14.2,0,0,0.11,-0.5,-0.5,55,74,74.3,857,218,31,44,70.5,18,19,94.7,4,4,100.0,0.7,-1.3,8,6,2,0,62,12,2,1,0,2,55,20,4.18,10,0,3,3,4,0,1,0.21,0,0,1,0,0,0,9,4,1,5,3,3,6,50.0,3,10,0,10,1,10,2,0,153,2,9,63,83,29,153,10,4,40.0,5,50.0,74,450,180,4,5,91,8,11,12,36,25.0
Deyverson,Atacante,1,1,2,1,1.4,0.6,0.6,1.2,2,2,21,0.24,0.24,0.47,0.24,0.47,0.32,0.15,0.47,0.28,4,2,50.0,0.94,0.47,0.25,0.5,13.2,0,1,0.14,-0.4,0.4,50,79,63.3,760,112,24,35,68.6,20,31,64.5,3,6,50.0,0.1,0.4,3,2,1,1,70,8,0,1,0,1,50,8,1.88,6,0,0,0,2,0,3,0.71,2,0,0,0,1,0,1,0,1,0,0,0,1,0.0,1,2,0,2,0,1,6,0,121,5,11,61,51,13,120,5,1,20.0,4,80.0,54,204,65,2,0,83,6,12,11,7,61.1
Deyverson,Atacante,1,0,1,1,0.9,0.9,0.1,0.9,2,6,7,0.41,0.0,0.41,0.41,0.41,0.36,0.02,0.39,0.39,5,3,60.0,2.05,1.23,0.2,0.33,15.2,0,0,0.18,0.1,0.1,33,53,62.3,676,121,15,25,60.0,12,15,80.0,6,9,66.7,0.1,-0.1,2,4,1,0,45,8,1,0,3,0,33,2,0.82,1,0,1,0,0,0,1,0.41,0,0,1,0,0,0,2,1,1,0,1,1,2,50.0,1,2,0,2,1,3,3,0,81,3,9,40,33,13,81,3,2,66.7,1,33.3,35,123,39,0,0,54,7,5,10,11,47.6
Lucas Di Yorio,Atacante,3,0,3,3,3.1,3.1,0.2,3.3,14,9,38,0.38,0.0,0.38,0.38,0.38,0.39,0.02,0.42,0.42,17,7,41.2,2.13,0.88,0.18,0.43,10.8,0,0,0.19,-0.1,-0.1,99,162,61.1,1279,139,64,91,70.3,26,44,59.1,2,6,33.3,0.2,-0.2,4,4,2,0,140,21,0,0,0,9,99,12,1.5,6,0,3,3,0,0,0,0.0,0,0,0,0,0,0,4,2,1,2,1,1,5,20.0,4,5,0,5,2,6,9,0,249,9,23,104,123,37,249,12,7,58.3,5,41.7,119,563,244,6,10,167,9,14,22,40,35.5
Matheus Dias,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,30,38,78.9,475,30,16,20,80.0,13,14,92.9,1,3,33.3,0.0,0.0,0,1,0,0,36,2,1,0,0,1,30,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,1,2,0,3,5,60.0,2,0,0,0,1,4,0,0,49,0,1,38,10,0,49,1,0,0.0,1,100.0,29,148,78,1,0,30,1,1,2,1,66.7
Lautaro Díaz,Atacante,1,0,1,1,0.4,0.4,0.5,0.9,10,12,39,0.17,0.0,0.17,0.17,0.17,0.07,0.08,0.15,0.15,8,3,37.5,1.4,0.52,0.13,0.33,15.2,0,0,0.05,0.6,0.6,88,136,64.7,1088,319,51,74,68.9,26,39,66.7,3,6,50.0,0.5,-0.5,9,9,6,0,133,3,0,0,0,8,88,16,2.8,13,0,3,0,0,0,0,0.0,0,0,0,0,0,0,6,5,1,2,3,1,2,50.0,1,2,0,2,3,9,6,0,198,5,14,83,101,18,198,15,3,20.0,12,80.0,113,557,222,8,4,151,3,16,10,21,32.3
Diego,Defensor,0,0,0,0,0.2,0.2,0.1,0.3,4,40,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.03,4,2,50.0,0.4,0.2,0.0,0.0,10.0,0,0,0.04,-0.2,-0.2,579,659,87.9,10947,3217,196,208,94.2,326,348,93.7,50,81,61.7,0.2,-0.1,3,44,3,2,628,29,18,0,5,5,579,10,1.01,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,13,8,8,5,0,6,11,54.5,5,10,5,5,12,25,49,0,761,81,339,394,31,8,761,3,2,66.7,0,0.0,448,1921,898,4,0,537,2,39,35,13,72.9
Dodi,Meio-campista,0,0,0,0,0.6,0.6,0.6,1.1,20,58,13,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,9,2,22.2,0.49,0.11,0.0,0.0,24.2,0,0,0.06,-0.6,-0.6,460,534,86.1,7409,2362,219,251,87.3,204,228,89.5,23,33,69.7,0.9,-0.6,5,50,8,2,519,14,14,1,0,4,460,24,1.32,17,0,3,1,1,2,1,0.05,1,0,0,0,0,0,56,31,20,30,6,27,39,69.2,12,19,6,13,28,84,19,0,722,39,188,469,80,9,722,27,18,66.7,9,33.3,390,2441,1187,13,0,412,27,86,12,12,50.0
Maxime Dominguez,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,4,100.0,49,27,3,3,100.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,4,0,2,1,1,0,4,0,0,0.0,0,0.0,2,19,4,0,0,2,0,1,0,0,0.0
Matheus Donelli,Goleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,147,198,74.2,3523,2324,35,35,100.0,81,83,97.6,30,79,38.0,0.0,0.0,0,0,0,0,133,65,12,0,0,0,147,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,215,201,215,0,0,0,215,0,0,0.0,0,0.0,107,507,294,0,0,94,0,10,0,0,0.0
Thiago dos Santos,Defensor,0,0,0,0,0.9,0.9,0.0,0.9,8,39,3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,9,4,44.4,0.65,0.29,0.0,0.0,11.6,0,0,0.1,-0.9,-0.9,757,896,84.5,14273,5414,281,306,91.8,386,420,91.9,77,144,53.5,0.1,0.0,1,45,0,0,837,58,37,0,4,1,757,8,0.57,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0,20,13,18,2,0,14,25,56.0,11,16,11,5,20,40,63,1,1042,140,518,495,35,14,1042,4,3,75.0,1,25.0,643,3455,1842,4,0,698,13,57,44,32,57.9
Lucca Drummond,Atacante,0,1,1,0,0.0,0.0,0.3,0.3,3,1,8,0.0,0.57,0.57,0.0,0.57,0.0,0.17,0.17,0.17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,27,35,77.1,282,38,17,18,94.4,5,6,83.3,0,1,0.0,0.2,0.7,2,0,1,0,35,0,0,0,0,0,27,3,1.69,3,0,0,0,0,0,1,0.56,1,0,0,0,0,0,2,0,0,1,1,0,0,0.0,0,0,0,0,0,2,0,0,43,0,1,17,25,5,43,0,0,0.0,0,0.0,29,96,37,0,0,33,2,3,1,7,12.5
David Duarte,Defensor,1,0,1,1,0.1,0.1,0.0,0.1,0,2,0,1.2,0.0,1.2,1.2,1.2,0.18,0.0,0.18,0.18,1,1,100.0,1.2,1.2,1.0,1.0,5.6,0,0,0.15,0.9,0.9,41,46,89.1,796,344,10,13,76.9,26,26,100.0,4,6,66.7,0.0,0.0,0,1,0,0,45,1,1,0,0,0,41,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,3,1,51,12,35,15,1,1,51,0,0,0.0,0,0.0,37,311,153,0,0,43,1,3,4,1,80.0
Dudu,Meio-campista,0,0,0,0,0.1,0.1,0.1,0.1,4,30,8,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.05,1,0,0.0,0.3,0.0,0.0,0.0,21.1,0,0,0.09,-0.1,-0.1,133,174,76.4,2330,1092,56,68,82.4,65,77,84.4,10,19,52.6,0.1,-0.1,3,27,3,0,165,9,6,0,0,2,133,10,3.04,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0,12,6,6,6,0,2,9,22.2,7,7,0,7,2,14,1,0,206,6,49,131,32,2,206,11,7,63.6,4,36.4,115,700,350,3,1,134,5,31,1,4,20.0
Dudu,Atacante,0,0,0,0,0.9,0.9,0.2,1.1,25,20,43,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.31,0.31,7,4,57.1,1.99,1.14,0.0,0.0,19.7,0,0,0.12,-0.9,-0.9,127,177,71.8,1892,528,82,93,88.2,35,56,62.5,8,18,44.4,0.5,-0.2,4,14,1,0,165,11,3,0,0,20,127,16,4.56,12,1,0,0,3,0,1,0.28,0,0,0,0,1,0,3,3,0,3,0,2,2,100.0,0,0,0,0,2,5,1,0,222,1,20,103,102,12,222,19,5,26.3,10,52.6,149,1107,642,12,3,168,11,23,2,3,40.0
Edenílson,Atacante,1,1,2,1,1.6,1.6,0.7,2.3,16,34,36,0.11,0.11,0.21,0.11,0.21,0.17,0.07,0.25,0.25,11,7,63.6,1.17,0.75,0.09,0.14,17.3,2,0,0.15,-0.6,-0.6,235,303,77.6,3154,985,143,171,83.6,64,75,85.3,10,23,43.5,1.1,0.3,8,28,7,1,288,14,3,0,1,9,235,15,1.6,11,0,2,2,0,0,2,0.21,1,0,1,0,0,0,10,5,6,2,2,3,6,50.0,3,8,2,6,7,17,10,0,382,7,59,209,122,19,382,21,11,52.4,8,38.1,224,1066,510,9,4,277,19,29,12,14,46.2
Éder,Atacante,0,0,0,0,1.1,1.1,1.3,2.3,13,22,60,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.28,0.28,14,4,28.6,1.65,0.47,0.0,0.0,21.2,2,0,0.08,-1.1,-1.1,164,221,74.2,2591,614,85,111,76.6,62,76,81.6,11,14,78.6,0.8,-1.3,12,18,8,5,192,28,3,1,1,16,164,22,2.59,20,0,0,2,0,0,2,0.24,2,0,0,0,0,0,7,4,0,4,3,2,3,66.7,1,2,0,2,1,8,0,0,275,0,17,135,125,22,275,10,1,10.0,7,70.0,171,853,349,6,6,200,9,26,4,16,20.0
EDU,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,33,40,82.5,769,348,6,7,85.7,19,20,95.0,7,10,70.0,0.0,0.0,0,2,0,0,35,4,4,0,1,0,33,1,0.68,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,3,2,1,1,2,13,0,60,18,40,20,0,0,60,0,0,0.0,0,0.0,25,141,86,0,0,28,1,5,3,1,75.0
Carlos Eduardo,Atacante,0,0,0,0,0.7,0.7,0.1,0.8,9,9,20,0.0,0.0,0.0,0.0,0.0,0.15,0.02,0.17,0.17,12,3,25.0,2.63,0.66,0.0,0.0,21.5,0,0,0.06,-0.7,-0.7,60,86,69.8,1030,283,30,39,76.9,24,30,80.0,4,9,44.4,0.3,-0.1,3,8,0,0,82,4,1,0,1,4,60,13,2.85,6,0,2,2,2,1,2,0.44,1,0,0,0,1,0,14,13,7,4,3,7,11,63.6,4,4,0,4,1,15,13,0,172,9,31,83,62,13,172,18,6,33.3,11,61.1,88,583,283,11,2,106,10,17,11,13,45.8
Carlos Eduardo,Atacante,3,0,3,3,1.9,1.9,0.1,2.1,13,16,65,0.27,0.0,0.27,0.27,0.27,0.17,0.01,0.18,0.18,16,7,43.8,1.43,0.62,0.19,0.43,12.1,0,0,0.12,1.1,1.1,204,258,79.1,2638,418,136,158,86.1,55,70,78.6,3,7,42.9,0.2,-0.1,4,14,1,0,241,15,1,0,0,9,204,17,1.52,9,1,1,2,4,0,1,0.09,1,0,0,0,0,0,29,19,10,13,6,10,17,58.8,7,8,1,7,9,38,9,0,373,8,53,172,150,38,373,18,11,61.1,4,22.2,213,1308,494,18,1,265,26,29,18,29,38.3
Carlos Eduardo,Atacante,2,1,3,2,1.5,0.7,0.4,1.0,11,26,20,0.29,0.15,0.44,0.29,0.44,0.21,0.06,0.27,0.15,8,5,62.5,1.17,0.73,0.25,0.4,20.9,1,1,0.08,0.5,1.3,204,248,82.3,3537,972,97,114,85.1,82,92,89.1,20,30,66.7,0.6,0.6,11,29,3,1,235,11,3,3,2,8,204,18,2.64,13,1,0,2,2,0,1,0.15,1,0,0,0,0,0,5,3,3,2,0,2,6,33.3,4,3,1,2,6,11,2,0,289,2,28,188,75,10,288,7,3,42.9,4,57.1,179,867,408,9,0,225,9,13,7,11,38.9
Alysson Edward,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,18,19,94.7,302,67,10,11,90.9,5,5,100.0,3,3,100.0,0.1,0.0,1,1,3,1,17,2,2,0,0,1,18,3,5.51,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,2,0.0,2,2,0,2,0,1,2,0,29,1,4,11,14,2,29,1,0,0.0,1,100.0,20,147,56,4,2,21,5,2,1,1,50.0
Eli,Atacante,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,1,1,100.0,6.43,6.43,0.0,0.0,16.4,0,0,0.06,-0.1,-0.1,8,8,100.0,109,31,6,6,100.0,2,2,100.0,0,0,0.0,0.0,0.0,0,1,0,0,8,0,0,0,0,0,8,1,6.43,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,11,0,1,2,8,1,11,2,1,50.0,1,50.0,8,41,30,1,0,8,0,1,0,0,0.0
Kauã Elias,Atacante,5,1,6,5,3.6,3.6,1.2,4.7,15,22,62,0.53,0.11,0.64,0.53,0.64,0.38,0.12,0.5,0.5,22,13,59.1,2.34,1.38,0.23,0.38,14.7,0,0,0.16,1.4,1.4,178,231,77.1,2229,590,107,138,77.5,50,58,86.2,3,4,75.0,0.6,-0.2,11,19,4,1,214,16,0,1,1,2,178,20,2.13,16,0,1,3,0,0,2,0.21,1,0,1,0,0,0,14,6,3,5,6,9,12,75.0,3,3,0,3,2,16,5,0,388,7,30,173,189,35,388,47,17,36.2,30,63.8,247,1078,450,15,8,283,6,42,12,46,20.7
Rafael Elias,Atacante,1,0,1,1,0.6,0.6,0.0,0.6,0,3,9,0.87,0.0,0.87,0.87,0.87,0.5,0.0,0.5,0.5,4,2,50.0,3.5,1.75,0.25,0.5,9.6,0,0,0.14,0.4,0.4,17,24,70.8,242,76,13,13,100.0,1,5,20.0,2,3,66.7,0.0,0.0,0,3,1,0,23,1,0,0,0,0,17,3,2.62,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,5,1,1,0,0,0,2,0,36,2,5,10,21,7,36,1,0,0.0,1,100.0,26,106,20,2,0,27,2,3,1,2,33.3
Eliédson,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,13,16,81.3,219,83,9,9,100.0,2,4,50.0,2,3,66.7,0.0,0.0,0,1,0,0,16,0,0,0,0,1,13,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,2,3,66.7,1,2,1,1,0,2,1,0,25,2,7,13,6,0,25,1,0,0.0,1,100.0,13,85,26,1,0,15,0,1,0,0,0.0
Rodrigo Ely,Defensor,1,0,1,1,0.8,0.8,0.1,0.9,0,27,3,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.07,15,6,40.0,1.16,0.46,0.07,0.17,12.1,0,0,0.05,0.2,0.2,456,566,80.6,8989,2966,138,161,85.7,279,308,90.6,36,85,42.4,0.1,-0.1,3,17,1,0,532,33,31,0,5,0,456,7,0.54,5,0,0,2,0,0,0,0.0,0,0,0,0,0,0,26,16,18,8,0,13,16,81.3,3,23,18,5,16,42,55,0,712,86,339,345,34,18,712,5,4,80.0,1,20.0,293,1147,536,2,0,409,8,27,52,19,73.2
Emersonn,Atacante,0,0,0,0,0.3,0.3,0.1,0.4,4,3,12,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.23,0.23,5,1,20.0,2.8,0.56,0.0,0.0,17.8,0,0,0.05,-0.3,-0.3,17,34,50.0,218,54,12,12,100.0,5,11,45.5,0,5,0.0,0.1,-0.1,3,1,1,0,34,0,0,1,1,3,17,4,2.24,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,3,1,0,3,0,0,1,0.0,1,1,0,1,1,4,2,0,58,1,8,19,32,8,58,7,5,71.4,2,28.6,23,174,104,4,2,27,1,7,6,6,50.0
Leandro Emmanuel Martínez,Meio-campista,0,1,1,0,0.5,0.5,0.3,0.8,7,25,21,0.0,0.2,0.2,0.0,0.2,0.1,0.06,0.17,0.17,8,1,12.5,1.6,0.2,0.0,0.0,19.1,0,0,0.07,-0.5,-0.5,200,238,84.0,2912,727,116,128,90.6,69,79,87.3,9,23,39.1,0.5,0.7,5,16,5,1,221,16,2,1,0,14,200,15,3.01,12,0,0,3,0,0,2,0.4,1,0,0,1,0,0,14,6,6,7,1,9,17,52.9,8,10,3,7,2,16,2,2,296,6,48,160,96,9,296,12,8,66.7,4,33.3,173,916,399,11,0,201,11,30,3,5,37.5
Alan Empereur,Defensor,0,0,0,0,0.5,0.5,1.0,1.5,14,80,10,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.07,10,0,0.0,0.44,0.0,0.0,0.0,14.6,0,0,0.05,-0.5,-0.5,1077,1283,83.9,22829,10271,340,359,94.7,548,593,92.4,172,292,58.9,0.6,-1.0,16,112,10,2,1198,77,67,1,23,10,1077,29,1.27,22,5,0,2,0,0,1,0.04,1,0,0,0,0,0,17,13,12,5,0,11,19,57.9,8,16,10,6,18,35,89,1,1448,179,708,674,80,15,1448,4,2,50.0,1,25.0,923,4482,2563,16,0,1049,12,79,37,34,52.1
Endrick,Meio-campista,0,0,0,0,1.1,1.1,0.7,1.8,10,15,28,0.0,0.0,0.0,0.0,0.0,0.21,0.14,0.35,0.35,13,2,15.4,2.58,0.4,0.0,0.0,22.8,0,0,0.08,-1.1,-1.1,74,104,71.2,1320,319,36,49,73.5,21,28,75.0,12,15,80.0,0.4,-0.7,2,11,4,1,93,10,3,0,5,3,74,17,3.38,8,0,1,3,4,1,1,0.2,1,0,0,0,0,0,5,2,1,4,0,3,5,60.0,2,5,0,5,0,5,2,0,175,2,11,86,85,13,175,22,9,40.9,10,45.5,117,760,343,13,3,126,18,16,3,6,33.3
Erick,Meio-campista,1,1,2,1,2.5,2.5,1.3,3.8,13,79,27,0.05,0.05,0.1,0.05,0.1,0.13,0.07,0.19,0.19,29,7,24.1,1.45,0.35,0.03,0.14,16.5,0,0,0.09,-1.5,-1.5,740,858,86.2,13577,3820,282,316,89.2,380,420,90.5,63,83,75.9,1.2,-0.3,11,76,6,1,819,38,12,0,5,6,740,33,1.65,30,0,0,1,2,0,2,0.1,2,0,0,0,0,0,33,25,18,12,3,11,33,33.3,22,37,8,29,31,64,38,0,1083,47,246,680,164,38,1083,19,10,52.6,6,31.6,604,3109,1512,18,3,723,20,72,31,38,44.9
Erick,Atacante,1,2,3,1,0.4,0.4,1.8,2.2,16,24,50,0.2,0.4,0.6,0.2,0.6,0.08,0.35,0.43,0.43,9,3,33.3,1.81,0.6,0.11,0.33,21.3,0,0,0.04,0.6,0.6,142,194,73.2,2613,847,61,71,85.9,65,78,83.3,14,29,48.3,1.5,0.2,20,9,14,3,169,25,4,1,2,24,142,29,5.83,21,5,1,0,2,0,3,0.6,3,0,0,0,0,0,9,5,4,4,1,1,4,25.0,3,2,0,2,2,11,4,0,253,2,27,106,124,15,253,29,16,55.2,12,41.4,161,1095,554,11,4,186,10,19,1,4,20.0
Erick,Atacante,3,2,5,3,3.3,3.3,2.1,5.4,29,26,91,0.16,0.11,0.27,0.16,0.27,0.18,0.11,0.29,0.29,27,16,59.3,1.43,0.85,0.11,0.19,16.4,0,0,0.12,-0.3,-0.3,308,412,74.8,4155,899,200,237,84.4,77,106,72.6,14,21,66.7,1.4,-0.1,13,15,6,0,390,21,2,1,2,17,308,31,1.65,20,0,6,2,1,2,2,0.11,2,0,0,0,0,0,17,15,4,10,3,7,15,46.7,8,18,5,13,10,27,11,2,553,24,91,266,202,32,553,32,20,62.5,8,25.0,305,1861,707,10,5,368,11,56,15,22,40.5
Esquerdinha,Defensor,0,0,0,0,0.1,0.1,0.4,0.5,8,6,5,0.0,0.0,0.0,0.0,0.0,0.08,0.26,0.34,0.34,2,0,0.0,1.41,0.0,0.0,0.0,20.5,0,0,0.05,-0.1,-0.1,59,78,75.6,967,253,27,33,81.8,20,26,76.9,6,10,60.0,0.2,-0.4,4,4,3,1,58,20,4,0,0,10,59,7,4.92,5,0,0,2,0,0,1,0.7,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,4,0,94,4,20,39,35,4,94,8,4,50.0,4,50.0,53,422,218,3,2,56,1,3,0,3,0.0
Lucas Esquivel,Defensor,0,3,3,0,0.5,0.5,2.5,3.0,33,102,64,0.0,0.15,0.15,0.0,0.15,0.02,0.13,0.15,0.15,13,3,23.1,0.66,0.15,0.0,0.0,27.6,1,0,0.04,-0.5,-0.5,955,1226,77.9,17390,5783,381,432,88.2,469,564,83.2,90,179,50.3,2.9,0.5,24,94,24,14,1032,191,28,0,11,89,955,55,2.8,38,12,2,1,2,0,6,0.31,4,0,0,0,2,0,49,33,20,27,2,20,45,44.4,25,20,6,14,24,73,67,0,1431,77,425,682,336,15,1431,34,19,55.9,11,32.4,742,3648,1987,24,2,839,16,93,24,12,66.7
Estevão,Atacante,9,7,16,7,6.0,4.5,4.6,9.1,77,59,180,0.58,0.45,1.04,0.45,0.91,0.39,0.3,0.69,0.59,56,23,41.1,3.62,1.49,0.13,0.3,19.9,2,2,0.08,3.0,2.5,360,474,75.9,5394,1589,214,255,83.9,110,140,78.6,20,47,42.6,2.4,2.4,26,29,21,2,442,32,3,2,8,45,360,86,5.57,45,5,16,10,7,3,14,0.91,7,1,4,0,1,1,23,18,12,5,6,11,31,35.5,20,8,0,8,6,29,7,0,714,5,72,237,426,99,712,111,53,47.7,54,48.6,474,4042,2275,47,37,521,20,74,9,16,36.0
Lucas Esteves,Defensor,1,2,3,1,1.1,1.1,1.8,3.0,30,82,97,0.04,0.08,0.13,0.04,0.13,0.05,0.08,0.13,0.13,21,4,19.0,0.89,0.17,0.05,0.25,21.8,3,0,0.05,-0.1,-0.1,876,1122,78.1,14185,5220,432,475,90.9,380,462,82.3,48,128,37.5,1.8,0.2,23,63,15,12,908,213,26,0,6,85,876,43,1.82,29,5,2,2,4,1,4,0.17,1,1,0,1,1,0,38,27,27,9,2,18,30,60.0,12,22,5,17,21,59,59,0,1330,70,407,632,297,22,1330,31,13,41.9,17,54.8,655,3037,1463,15,7,726,21,91,43,25,63.2
Guilherme Estrella,Meio-campista,1,0,1,1,0.4,0.4,0.0,0.4,3,4,7,0.62,0.0,0.62,0.62,0.62,0.24,0.02,0.26,0.26,3,1,33.3,1.85,0.62,0.33,1.0,16.1,0,0,0.13,0.6,0.6,36,46,78.3,634,159,18,20,90.0,11,11,100.0,6,11,54.5,0.0,0.0,1,7,0,0,42,4,2,0,0,2,36,4,2.47,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,3,3,0,0,72,0,8,40,24,4,72,4,1,25.0,3,75.0,39,254,75,2,1,50,4,6,1,3,25.0
Oscar Estupiñan,Atacante,3,1,4,3,3.4,3.4,0.1,3.5,1,6,17,1.07,0.36,1.43,1.07,1.43,1.22,0.05,1.26,1.26,13,8,61.5,4.64,2.86,0.23,0.38,11.2,0,0,0.26,-0.4,-0.4,38,47,80.9,434,65,25,29,86.2,9,13,69.2,0,0,0.0,0.1,0.9,3,1,4,0,45,2,0,0,0,0,38,8,2.86,7,0,0,0,0,1,1,0.36,1,0,0,0,0,0,2,1,1,1,0,0,3,0.0,3,1,0,1,1,3,5,0,80,5,6,34,41,13,80,4,0,0.0,3,75.0,38,151,48,4,1,58,1,2,9,11,45.0
